ENSEMBL Gene ID	Gene symbol	siUPF1LL vs NT log2(fold change)	False discovery rate (FDR)
ENSG00000099822	HCN2	-0.14606532	0.532906612
ENSG00000099840	IZUMO4	0.623447783	0.075082816
ENSG00000099849	RASSF7	-0.168224862	0.149286284
ENSG00000099860	GADD45B	0.462626175	0.002337049
ENSG00000099864	PALM	0.265328764	0.039502095
ENSG00000099875	MKNK2	0.109335831	0.075104286
ENSG00000099889	ARVCF	0.966791732	1.46E-07
ENSG00000099899	TRMT2A	0.299032859	0.000190694
ENSG00000099901	RANBP1	-0.334317971	2.52E-07
ENSG00000099904	ZDHHC8	0.221386901	0.033529771
ENSG00000099910	KLHL22	-0.556686073	3.40E-06
ENSG00000099917	MED15	0.550156962	8.72E-07
ENSG00000099940	SNAP29	0.107700555	0.181015329
ENSG00000099942	CRKL	0.021398965	0.658086387
ENSG00000099949	LZTR1	0.366432584	8.55E-06
ENSG00000099954	CECR2	-0.031513656	0.691957523
ENSG00000099956	SMARCB1	-0.016476728	0.772714352
ENSG00000099958	DERL3	-0.685056059	0.000897428
ENSG00000099968	BCL2L13	-0.327441006	7.97E-06
ENSG00000099974	DDTL	0.370118847	0.102652761
ENSG00000099977	DDT	-0.039696424	0.702661164
ENSG00000099991	CABIN1	0.204707022	0.001202967
ENSG00000099992	TBC1D10A	0.112591463	0.379317007
ENSG00000099995	SF3A1	-0.084441022	0.161858292
ENSG00000099999	RNF215	0.391497142	0.000829962
ENSG00000100003	SEC14L2	0.381933578	0.02980555
ENSG00000100014	SPECC1L	-0.242789465	0.001927414
ENSG00000100023	PPIL2	0.546936581	6.35E-08
ENSG00000100027	YPEL1	0.711505922	0.005308611
ENSG00000100028	SNRPD3	-0.25707926	4.47586E-05
ENSG00000100029	PES1	-0.735535252	3.66E-10
ENSG00000100030	MAPK1	-1.228056941	3.59E-13
ENSG00000100031	GGT1	1.179851685	0.000917251
ENSG00000100033	PRODH	1.046737278	0.00224236
ENSG00000100034	PPM1F	-0.258951056	0.000100003
ENSG00000100036	SLC35E4	-0.296582502	0.047407914
ENSG00000100038	TOP3B	0.194918687	0.016963753
ENSG00000100056	DGCR14	-0.216443267	0.010594251
ENSG00000100058	CRYBB2P1	0.239401241	0.018908387
ENSG00000100065	CARD10	0.325139601	0.008317762
ENSG00000100068	LRP5L	0.450997956	0.021027037
ENSG00000100075	SLC25A1	0.336672834	6.73647E-05
ENSG00000100077	ADRBK2	0.060756613	0.358578893
ENSG00000100083	GGA1	0.253378529	0.000316418
ENSG00000100084	HIRA	0.126868784	0.273869058
ENSG00000100092	SH3BP1	0.529143425	0.000237531
ENSG00000100097	LGALS1	0.821541394	0.002610379
ENSG00000100099	HPS4	-0.22806278	0.001080603
ENSG00000100100	PIK3IP1	0.89582853	0.000122505
ENSG00000100101	NOL12	-0.359940985	0.000118113
ENSG00000100104	SRRD	0.018989809	0.828719561
ENSG00000100105	PATZ1	-0.65236777	8.80E-09
ENSG00000100106	TRIOBP	0.245930521	0.050342089
ENSG00000100109	TFIP11	-0.057872865	0.390078809
ENSG00000100116	GCAT	0.414944306	8.41912E-05
ENSG00000100124	ANKRD54	-0.181986392	0.020505098
ENSG00000100129	EIF3L	-0.482846081	1.31E-08
ENSG00000100138	NHP2L1	-0.705644226	6.34E-10
ENSG00000100139	MICALL1	0.181372872	0.006693985
ENSG00000100142	POLR2F	-0.206540437	0.002280248
ENSG00000100147	CCDC134	0.256539697	0.008808963
ENSG00000100150	DEPDC5	0.373259041	0.000340624
ENSG00000100151	PICK1	-0.225104701	0.004321631
ENSG00000100154	TTC28	0.34919412	7.53082E-05
ENSG00000100162	CENPM	0.028580813	0.706913717
ENSG00000100167	3-Sep-16	0.997054858	1.42E-09
ENSG00000100181	TPTEP1	-0.36054692	0.033225773
ENSG00000100196	KDELR3	0.708453422	4.14E-07
ENSG00000100197	CYP2D6	0.289505045	0.362192481
ENSG00000100201	DDX17	-0.116020243	0.002964295
ENSG00000100207	TCF20	0.138639236	0.016477702
ENSG00000100209	HSCB	-0.076204292	0.482345327
ENSG00000100211	CBY1	-0.02518725	0.845012097
ENSG00000100216	TOMM22	-0.203341476	0.00040209
ENSG00000100219	XBP1	-0.067110099	0.239973426
ENSG00000100220	RTCB	-0.363793422	7.89E-07
ENSG00000100221	JOSD1	0.423786613	2.88E-07
ENSG00000100225	FBXO7	0.067082651	0.195932462
ENSG00000100226	GTPBP1	0.221740801	0.000759063
ENSG00000100227	POLDIP3	-0.097846848	0.095223334
ENSG00000100228	RAB36	0.46035407	0.00360447
ENSG00000100234	TIMP3	1.121605366	1.78E-10
ENSG00000100239	PPP6R2	0.498843092	7.45E-08
ENSG00000100241	SBF1	0.439874361	3.59E-07
ENSG00000100242	SUN2	0.302306003	0.000583518
ENSG00000100243	CYB5R3	0.223392727	0.00097424
ENSG00000100246	DNAL4	0.348389593	0.003583751
ENSG00000100258	LMF2	0.063398726	0.556553832
ENSG00000100263	RHBDD3	0.494654043	5.36E-06
ENSG00000100266	PACSIN2	-0.005585953	0.941362234
ENSG00000100271	TTLL1	0.395560761	0.030365498
ENSG00000100280	AP1B1	0.300538264	1.13662E-05
ENSG00000100281	HMGXB4	0.261089366	0.002493413
ENSG00000100284	TOM1	0.103302645	0.191987013
ENSG00000100288	CHKB	0.108147573	0.541182181
ENSG00000100292	HMOX1	-0.16256439	0.064079149
ENSG00000100294	MCAT	-0.481179988	1.10E-06
ENSG00000100296	THOC5	-0.17863184	0.003009184
ENSG00000100297	MCM5	-0.19669151	0.000581712
ENSG00000100299	ARSA	0.429455607	0.002859892
ENSG00000100300	TSPO	-0.18965024	0.024165062
ENSG00000100304	TTLL12	-0.843772536	6.58E-11
ENSG00000100307	CBX7	0.760947724	0.008388228
ENSG00000100316	RPL3	-0.347884418	3.76E-07
ENSG00000100319	ZMAT5	-0.314726576	0.014840409
ENSG00000100320	RBFOX2	-0.025553848	0.640689761
ENSG00000100321	SYNGR1	0.501308384	1.84246E-05
ENSG00000100324	TAB1	-0.073006081	0.370125008
ENSG00000100325	ASCC2	0.391117493	0.000022815
ENSG00000100330	MTMR3	0.526243834	7.64E-08
ENSG00000100335	MIEF1	-0.175301401	0.002216856
ENSG00000100344	PNPLA3	0.021052592	0.865560616
ENSG00000100345	MYH9	0.483789303	3.70E-08
ENSG00000100347	SAMM50	-0.147437503	0.017437118
ENSG00000100348	TXN2	-0.974792183	4.77E-09
ENSG00000100350	FOXRED2	-0.276965575	8.37123E-05
ENSG00000100353	EIF3D	-0.454160662	1.88E-08
ENSG00000100354	TNRC6B	0.362340449	1.21073E-05
ENSG00000100359	SGSM3	0.297376364	0.000329278
ENSG00000100360	IFT27	0.03666577	0.699620189
ENSG00000100364	KIAA0930	0.2345501	0.000447524
ENSG00000100372	SLC25A17	-0.169698465	0.016551984
ENSG00000100376	FAM118A	0.348374432	0.000876529
ENSG00000100379	KCTD17	0.0132106	0.862615001
ENSG00000100380	ST13	0.743487609	1.19E-10
ENSG00000100387	RBX1	-0.303979934	0.001571651
ENSG00000100393	EP300	0.411710143	3.9923E-06
ENSG00000100395	L3MBTL2	-0.055419803	0.335007614
ENSG00000100401	RANGAP1	-0.299968541	8.14E-06
ENSG00000100403	ZC3H7B	0.387338187	8.08E-07
ENSG00000100410	PHF5A	-1.147818845	1.65E-11
ENSG00000100412	ACO2	0.697874986	1.63E-09
ENSG00000100413	POLR3H	-0.45300952	1.23E-06
ENSG00000100416	TRMU	-0.272737964	6.58934E-05
ENSG00000100417	PMM1	0.172027721	0.273383958
ENSG00000100418	DESI1	-0.542647632	1.45E-08
ENSG00000100422	CERK	0.403355666	2.07E-07
ENSG00000100425	BRD1	-0.037789262	0.577306573
ENSG00000100426	ZBED4	0.090735335	0.141496732
ENSG00000100429	HDAC10	0.183871567	0.295164084
ENSG00000100439	ABHD4	1.236684865	2.78E-09
ENSG00000100441	KHNYN	0.185320584	0.00695629
ENSG00000100442	FKBP3	-0.427832139	2.07863E-05
ENSG00000100445	SDR39U1	0.050236758	0.802026218
ENSG00000100461	RBM23	-0.279925107	2.48948E-05
ENSG00000100462	PRMT5	-0.391733863	9.33E-07
ENSG00000100473	COCH	-0.125844821	0.122544456
ENSG00000100478	AP4S1	-0.792376363	5.42117E-05
ENSG00000100479	POLE2	-0.20740923	0.010346842
ENSG00000100483	VCPKMT	0.237310762	0.06002307
ENSG00000100485	SOS2	0.492168724	2.94E-06
ENSG00000100490	CDKL1	0.02737934	0.859171679
ENSG00000100503	NIN	0.304360081	1.13581E-05
ENSG00000100504	PYGL	-0.349935894	1.63E-06
ENSG00000100505	TRIM9	-0.327360191	0.001802634
ENSG00000100519	PSMC6	0.164255656	0.007061588
ENSG00000100522	GNPNAT1	-0.256940026	0.007549249
ENSG00000100523	DDHD1	-0.302654541	0.000336854
ENSG00000100526	CDKN3	-0.306143088	0.000762354
ENSG00000100528	CNIH1	-0.121206917	0.060996968
ENSG00000100532	CGRRF1	0.048023122	0.6604716
ENSG00000100554	ATP6V1D	0.5748675	2.25E-07
ENSG00000100564	PIGH	-0.179619848	0.0401791
ENSG00000100567	PSMA3	-0.049655484	0.420998676
ENSG00000100568	VTI1B	0.299373824	8.74573E-05
ENSG00000100575	TIMM9	-0.305236582	0.006073095
ENSG00000100577	GSTZ1	-0.178177209	0.032984885
ENSG00000100578	KIAA0586	0.013464037	0.85292262
ENSG00000100580	TMED8	-0.635049838	4.51E-09
ENSG00000100583	SAMD15	0.229999492	0.304363086
ENSG00000100591	AHSA1	-0.623172657	1.75E-09
ENSG00000100592	DAAM1	-0.129476081	0.124440724
ENSG00000100596	SPTLC2	0.043911248	0.475874173
ENSG00000100599	RIN3	-0.430104296	0.036319456
ENSG00000100600	LGMN	0.099640522	0.114357048
ENSG00000100601	ALKBH1	-0.397338673	3.55968E-05
ENSG00000100603	SNW1	-0.038983221	0.478476313
ENSG00000100604	CHGA	-0.962891887	0.00867478
ENSG00000100605	ITPK1	0.082251264	0.206764655
ENSG00000100612	DHRS7	-0.412668913	2.45721E-05
ENSG00000100614	PPM1A	0.249907585	0.002563493
ENSG00000100625	SIX4	0.53235592	8.20E-07
ENSG00000100626	GALNT16	0.406082504	0.009008482
ENSG00000100629	CEP128	0.244149316	0.017848662
ENSG00000100632	ERH	-0.30935727	4.41388E-05
ENSG00000100644	HIF1A	0.101711037	0.062931104
ENSG00000100647	KIAA0247	0.126116381	0.268637266
ENSG00000100650	SRSF5	-0.202941406	0.000552665
ENSG00000100664	EIF5	0.152249083	0.005525745
ENSG00000100697	DICER1	0.146074403	0.007209026
ENSG00000100711	ZFYVE21	0.17346626	0.077559482
ENSG00000100714	MTHFD1	-0.557658961	2.16E-08
ENSG00000100722	ZC3H14	-0.364368194	2.98E-06
ENSG00000100726	TELO2	0.333684636	0.000238371
ENSG00000100731	PCNX	0.064211824	0.269808806
ENSG00000100744	GSKIP	0.13425064	0.181594094
ENSG00000100749	VRK1	-0.299820077	0.000194369
ENSG00000100764	PSMC1	0.324809335	1.07497E-05
ENSG00000100767	PAPLN	0.442569001	0.074207401
ENSG00000100784	RPS6KA5	0.49819339	0.001955991
ENSG00000100796	SMEK1	-0.455973433	3.05E-07
ENSG00000100802	C14orf93	-0.103289734	0.504552099
ENSG00000100804	PSMB5	-0.211913656	0.000723974
ENSG00000100811	YY1	-0.407396776	3.68E-07
ENSG00000100813	ACIN1	-0.035522529	0.500378581
ENSG00000100814	CCNB1IP1	0.082334403	0.250204262
ENSG00000100815	TRIP11	-0.050245962	0.420839698
ENSG00000100823	APEX1	-0.337069317	0.000668961
ENSG00000100836	PABPN1	-0.20386833	0.004774822
ENSG00000100852	ARHGAP5	0.828062014	3.28E-10
ENSG00000100865	CINP	0.001208034	0.990842987
ENSG00000100867	DHRS2	-0.560330093	0.115628489
ENSG00000100883	SRP54	-0.160678775	0.010331627
ENSG00000100888	CHD8	0.072010243	0.187164424
ENSG00000100889	PCK2	0.206535199	0.156097144
ENSG00000100897	DCAF11	0.358874555	3.03957E-05
ENSG00000100902	PSMA6	0.282349343	0.007282535
ENSG00000100906	NFKBIA	0.354921761	0.000200996
ENSG00000100908	EMC9	-0.175952804	0.154516038
ENSG00000100911	PSME2	0.35963051	0.00013516
ENSG00000100916	BRMS1L	0.067131946	0.55559922
ENSG00000100918	REC8	0.020524333	0.946084717
ENSG00000100926	TM9SF1	0.23996908	0.058282295
ENSG00000100934	SEC23A	0.146989248	0.009829375
ENSG00000100938	GMPR2	-0.208408951	0.001584458
ENSG00000100941	PNN	-0.050123213	0.480664604
ENSG00000100949	RABGGTA	0.390890836	0.000336894
ENSG00000100968	NFATC4	1.042515884	1.03E-08
ENSG00000100982	PCIF1	-0.201329741	0.072184641
ENSG00000100983	GSS	0.484302169	3.63E-07
ENSG00000100991	TRPC4AP	-0.392875664	4.52E-06
ENSG00000100994	PYGB	0.175628817	0.007610895
ENSG00000100997	ABHD12	-0.006087597	0.942762841
ENSG00000101000	PROCR	0.030160049	0.805992494
ENSG00000101003	GINS1	-0.488516228	2.25E-07
ENSG00000101004	NINL	0.234330332	0.073562779
ENSG00000101019	UQCC1	-0.355917028	0.00053651
ENSG00000101040	ZMYND8	0.163366069	0.044240184
ENSG00000101052	IFT52	0.136722909	0.092394927
ENSG00000101057	MYBL2	0.075308303	0.211321269
ENSG00000101079	NDRG3	0.224123886	0.001641331
ENSG00000101084	C20orf24	-0.178729633	0.056267433
ENSG00000101098	RIMS4	-0.527331971	8.68E-07
ENSG00000101104	PABPC1L	0.339122623	0.048130395
ENSG00000101109	STK4	-0.019458825	0.746097524
ENSG00000101126	ADNP	-0.037684748	0.603798189
ENSG00000101132	PFDN4	0.143118869	0.080599688
ENSG00000101138	CSTF1	-0.181676274	0.011929041
ENSG00000101144	BMP7	-0.239231721	0.001244482
ENSG00000101146	RAE1	-0.053957341	0.445772366
ENSG00000101150	TPD52L2	0.255270432	0.000216256
ENSG00000101152	DNAJC5	-0.325453882	5.50E-06
ENSG00000101158	NELFCD	-0.134212403	0.029387871
ENSG00000101160	CTSZ	0.002706936	0.991813475
ENSG00000101161	PRPF6	-0.253541403	9.39525E-05
ENSG00000101166	SLMO2	-0.250698377	0.005937039
ENSG00000101181	MTG2	-0.021748793	0.789184189
ENSG00000101182	PSMA7	0.134693439	0.011658654
ENSG00000101187	SLCO4A1	0.054575512	0.719946285
ENSG00000101189	MRGBP	0.421101047	1.80986E-05
ENSG00000101190	TCFL5	-0.561041322	2.80E-06
ENSG00000101191	DIDO1	-0.125841872	0.04133479
ENSG00000101193	GID8	0.062969003	0.424259378
ENSG00000101199	ARFGAP1	0.070973429	0.261965307
ENSG00000101210	EEF1A2	0.085656337	0.198094485
ENSG00000101216	GMEB2	-0.051504838	0.547466821
ENSG00000101220	C20orf27	-0.45611303	1.27E-06
ENSG00000101224	CDC25B	0.227644873	0.002791914
ENSG00000101236	RNF24	0.658207354	1.37798E-05
ENSG00000101246	ARFRP1	-0.094189354	0.290172176
ENSG00000101247	NDUFAF5	-0.078453284	0.416328884
ENSG00000101255	TRIB3	-0.158432367	0.109353908
ENSG00000101265	RASSF2	0.368836637	0.003169124
ENSG00000101266	CSNK2A1	-0.047776307	0.346249559
ENSG00000101290	CDS2	-0.047610327	0.481670669
ENSG00000101294	HM13	0.066845764	0.2444172
ENSG00000101298	SNPH	-0.08863729	0.583862584
ENSG00000101310	SEC23B	-0.21327974	0.000485338
ENSG00000101311	FERMT1	-0.371350273	0.022087249
ENSG00000101333	PLCB4	0.480275884	0.001874736
ENSG00000101337	TM9SF4	0.003959952	0.953447171
ENSG00000101343	CRNKL1	-0.384105341	3.94E-06
ENSG00000101346	POFUT1	-0.012812393	0.829755323
ENSG00000101347	SAMHD1	-0.199215134	0.00212921
ENSG00000101350	KIF3B	0.278030246	0.000216596
ENSG00000101353	MROH8	-0.727354826	0.038465383
ENSG00000101361	NOP56	-0.455784306	6.18E-08
ENSG00000101363	MANBAL	-1.201060364	8.47E-07
ENSG00000101365	IDH3B	-0.052356484	0.370589034
ENSG00000101367	MAPRE1	0.046123365	0.347033002
ENSG00000101384	JAG1	-0.009914096	0.937711557
ENSG00000101391	CDK5RAP1	-0.251030297	0.002241361
ENSG00000101400	SNTA1	-0.063522986	0.51228692
ENSG00000101407	TTI1	-0.560038499	6.93E-08
ENSG00000101412	E2F1	0.065401784	0.333169933
ENSG00000101413	RPRD1B	-0.027106399	0.728032413
ENSG00000101417	PXMP4	-0.248852864	0.198943601
ENSG00000101421	CHMP4B	-0.321734299	0.000578468
ENSG00000101439	CST3	0.142001313	0.031222293
ENSG00000101442	ACTR5	-0.419796063	0.000631072
ENSG00000101444	AHCY	-0.906514096	9.48E-12
ENSG00000101445	PPP1R16B	0.208052397	0.344092731
ENSG00000101447	FAM83D	-0.922414412	3.29E-10
ENSG00000101452	DHX35	-0.363563352	0.000396035
ENSG00000101457	DNTTIP1	-0.046336891	0.64269173
ENSG00000101463	SYNDIG1	0.031197209	0.892749707
ENSG00000101464	PIGU	-0.360382459	0.000193863
ENSG00000101473	ACOT8	-0.060074381	0.545727745
ENSG00000101474	APMAP	-0.471587737	2.07E-07
ENSG00000101493	ZNF516	-0.005560606	0.954403267
ENSG00000101544	ADNP2	-0.484245453	3.72E-06
ENSG00000101546	RBFA	-0.490271567	6.27481E-05
ENSG00000101557	USP14	-0.020980019	0.807372805
ENSG00000101558	VAPA	-0.259760267	0.000364384
ENSG00000101574	METTL4	0.09245022	0.493746642
ENSG00000101577	LPIN2	0.541035514	3.03E-06
ENSG00000101596	SMCHD1	-0.421150792	1.0005E-06
ENSG00000101608	MYL12A	0.014343477	0.864213465
ENSG00000101624	CEP76	0.251109416	0.013476774
ENSG00000101639	CEP192	-0.080740337	0.192322425
ENSG00000101654	RNMT	-0.053070061	0.423433529
ENSG00000101665	SMAD7	0.479665147	3.49E-06
ENSG00000101680	LAMA1	0.413632425	4.98289E-05
ENSG00000101695	RNF125	-0.004729677	0.964994653
ENSG00000101745	ANKRD12	-0.119663986	0.171201676
ENSG00000101746	NOL4	0.375414977	0.035974705
ENSG00000101751	POLI	0.003270286	0.985113526
ENSG00000101752	MIB1	-0.22664451	0.000963587
ENSG00000101773	RBBP8	-0.15325416	0.01112625
ENSG00000101782	RIOK3	0.380075085	7.08E-06
ENSG00000101811	CSTF2	-0.645437899	6.77E-09
ENSG00000101843	PSMD10	-0.242801522	0.0006068
ENSG00000101844	ATG4A	0.426453645	1.19295E-05
ENSG00000101846	STS	-1.207208651	2.06364E-05
ENSG00000101849	TBL1X	-0.731889668	6.62E-08
ENSG00000101856	PGRMC1	-1.422834662	9.40E-13
ENSG00000101868	POLA1	-0.619939753	4.85E-09
ENSG00000101871	MID1	-0.458869427	4.33E-08
ENSG00000101882	NKAP	-0.404697107	1.51066E-05
ENSG00000101888	NXT2	0.320913642	0.029510762
ENSG00000101898	RP3-324O17.4	-0.187412862	0.219198589
ENSG00000101901	ALG13	-0.509440489	1.09E-06
ENSG00000101911	PRPS2	-0.951269136	6.60E-10
ENSG00000101928	MOSPD1	-0.546127402	8.38E-07
ENSG00000101935	AMMECR1	-0.743399897	9.22E-09
ENSG00000101940	WDR13	0.480435621	1.09E-06
ENSG00000101945	SUV39H1	0.128564385	0.064597396
ENSG00000101955	SRPX	0.065366108	0.807432914
ENSG00000101966	XIAP	-1.401441525	4.93E-12
ENSG00000101972	STAG2	-0.217103701	0.000198054
ENSG00000101974	ATP11C	0.18941093	0.002076195
ENSG00000101986	ABCD1	-0.539010472	1.00E-06
ENSG00000101997	CCDC22	0.021798079	0.806399364
ENSG00000102003	SYP	0.445970765	8.54667E-05
ENSG00000102007	PLP2	-0.151396966	0.167822498
ENSG00000102024	PLS3	-0.379451266	1.66E-08
ENSG00000102030	NAA10	-0.452672392	2.77E-06
ENSG00000102034	ELF4	0.388785626	0.002369424
ENSG00000102038	SMARCA1	0.407911606	3.97E-06
ENSG00000102043	MTMR8	-0.160104274	0.494279101
ENSG00000102053	ZC3H12B	-0.662766256	0.007408694
ENSG00000102054	RBBP7	-0.566324591	1.06E-09
ENSG00000102078	SLC25A14	-0.197382281	0.022012862
ENSG00000102081	FMR1	0.053289497	0.503928332
ENSG00000102096	PIM2	0.164350732	0.062315539
ENSG00000102098	SCML2	0.539843706	1.81E-06
ENSG00000102100	SLC35A2	-0.033027974	0.710082103
ENSG00000102103	PQBP1	-0.222476627	0.015751541
ENSG00000102109	PCSK1N	0.634338681	1.53E-06
ENSG00000102119	EMD	0.041457924	0.517591831
ENSG00000102125	TAZ	0.266170769	0.003127068
ENSG00000102144	PGK1	-0.354406313	1.64E-07
ENSG00000102158	MAGT1	-1.043839671	3.61E-12
ENSG00000102172	SMS	-0.145718658	0.030027686
ENSG00000102178	UBL4A	-0.078277107	0.162021192
ENSG00000102181	CD99L2	-0.284323848	6.34536E-05
ENSG00000102189	EEA1	0.067435738	0.462343252
ENSG00000102218	RP2	0.532140954	1.13666E-05
ENSG00000102221	JADE3	-0.162029833	0.053164322
ENSG00000102225	CDK16	0.876731407	1.53E-11
ENSG00000102226	USP11	-0.351421097	2.91461E-05
ENSG00000102241	HTATSF1	-0.064640135	0.290448863
ENSG00000102265	TIMP1	-0.161111926	0.034579006
ENSG00000102302	FGD1	0.172302966	0.073399784
ENSG00000102309	PIN4	-0.436360673	1.86326E-05
ENSG00000102312	PORCN	1.078731283	1.05E-06
ENSG00000102316	MAGED2	0.03287756	0.536678705
ENSG00000102317	RBM3	-0.914842568	1.74E-12
ENSG00000102362	SYTL4	0.352326133	0.002179648
ENSG00000102384	CENPI	-0.052794644	0.39188248
ENSG00000102390	PBDC1	-0.001113219	0.994762545
ENSG00000102393	GLA	-0.904970159	5.42E-12
ENSG00000102401	ARMCX3	0.585107527	6.06E-08
ENSG00000102409	BEX4	-0.088088767	0.324912268
ENSG00000102452	NALCN	-0.421459067	0.262199511
ENSG00000102471	NDFIP2	0.104356082	0.232967994
ENSG00000102531	FNDC3A	0.054345857	0.403317567
ENSG00000102543	CDADC1	0.378179335	0.010898859
ENSG00000102547	CAB39L	0.011702522	0.967531908
ENSG00000102554	KLF5	0.517440381	1.56886E-05
ENSG00000102572	STK24	-0.082980363	0.182745637
ENSG00000102580	DNAJC3	-0.281287498	0.000212431
ENSG00000102595	UGGT2	-0.219907744	0.011075171
ENSG00000102606	ARHGEF7	0.180843775	0.06356074
ENSG00000102678	FGF9	-0.187828225	0.535466242
ENSG00000102699	PARP4	0.228948889	0.004092665
ENSG00000102710	SUPT20H	-0.197160917	0.019583217
ENSG00000102738	MRPS31	-0.051162947	0.592209201
ENSG00000102743	SLC25A15	-0.214938854	0.03060832
ENSG00000102753	KPNA3	-0.04159338	0.636007472
ENSG00000102755	FLT1	0.490864904	6.08353E-05
ENSG00000102760	RGCC	-0.120898715	0.61852811
ENSG00000102763	VWA8	0.095221447	0.259489157
ENSG00000102780	DGKH	0.114211225	0.224992502
ENSG00000102781	KATNAL1	0.138872713	0.117527252
ENSG00000102786	INTS6	0.13965521	0.083370087
ENSG00000102796	DHRS12	0.214830328	0.33841211
ENSG00000102804	TSC22D1	0.194928445	0.009802798
ENSG00000102805	CLN5	-0.001384111	0.9869678
ENSG00000102858	MGRN1	0.108123172	0.157627378
ENSG00000102870	ZNF629	0.445661866	2.85E-07
ENSG00000102871	TRADD	0.49043113	0.005916436
ENSG00000102878	HSF4	0.342714696	0.288470525
ENSG00000102879	CORO1A	0.646337021	0.001243938
ENSG00000102882	MAPK3	0.272847866	0.000988943
ENSG00000102890	ELMO3	0.614181426	0.028004796
ENSG00000102893	PHKB	0.210371702	0.007810379
ENSG00000102897	LYRM1	-0.56727377	3.03957E-05
ENSG00000102898	NUTF2	0.074759907	0.125684812
ENSG00000102900	NUP93	-0.314380696	4.64E-06
ENSG00000102901	CENPT	0.095106128	0.21236063
ENSG00000102904	TSNAXIP1	0.113249916	0.674338879
ENSG00000102908	NFAT5	0.338353367	0.001006072
ENSG00000102910	LONP2	0.102865254	0.088776106
ENSG00000102921	N4BP1	-0.311174183	0.000195836
ENSG00000102931	ARL2BP	0.165523498	0.00812324
ENSG00000102934	PLLP	-0.966066903	0.002137723
ENSG00000102935	ZNF423	0.923761305	8.48562E-05
ENSG00000102967	DHODH	-0.346247569	0.003614155
ENSG00000102974	CTCF	0.071593344	0.276013865
ENSG00000102977	ACD	0.328925543	0.002170965
ENSG00000102978	POLR2C	-0.067342259	0.235386464
ENSG00000102981	PARD6A	1.167452986	1.74486E-05
ENSG00000102984	ZNF821	0.43533783	0.001238583
ENSG00000102996	MMP15	-0.037116235	0.776548602
ENSG00000103005	USB1	-0.085070005	0.477652004
ENSG00000103018	CYB5B	-0.101728446	0.057262998
ENSG00000103021	CCDC113	0.185063383	0.300655819
ENSG00000103024	NME3	-0.406963222	0.000207911
ENSG00000103034	NDRG4	-0.146222187	0.21736306
ENSG00000103035	PSMD7	0.261205614	0.000100939
ENSG00000103037	SETD6	-0.292342078	0.000895836
ENSG00000103042	SLC38A7	-0.120335488	0.204242417
ENSG00000103043	VAC14	-0.093208416	0.161757741
ENSG00000103044	HAS3	-0.083031231	0.819743414
ENSG00000103047	TANGO6	-0.65657024	1.63E-07
ENSG00000103051	COG4	-0.161995953	0.009423995
